PROGRAM,POSITION,ERROR,WELD_SPEED,COMMAND_CURRENT,CURRENT_OUTPUT,COMMAND_VOLTAGE,VOLTAGE_OUTPUT,SHORT_COUNT,PULSE_FREQUENCY,MOTOR_CURRENT,WIRE_SPEED,INSTANT_ARC_LACK_TIME,TIMESTAMP
SALDATURA OP1,P081,N,0.8,220,231,18,16.8,106,83,2.12,13.3,0,1568312658
SALDATURA OP1,P005,N,0.8,220,220,18,17.5,78,78,0.43,13.3,0,1568824455
SALDATURA OP1,P087,N,0.7,180,221,17.5,17.5,104,71,1.37,9.72,0,1568829742
SALDATURA OP2,P009,N,0.8,220,212,18,17.4,77,75,0.94,13.3,0,1568305745
SALDATURA OP2,P044,N,0.8,220,215,18,17.4,105,90,0.9,13.3,0,1568833297
SALDATURA OP1,P005,N,0.8,220,216,18,16.8,94,73,1.55,13.3,0,1568818185
SALDATURA OP2,P075,N,0.8,220,219,18,18.1,105,85,1.27,13.3,0,1568843232
SALDATURA OP2,P106,N,0.8,220,218,18,16.9,102,77,0.47,13.3,0,1568823438
SALDATURA OP1,P039,N,0.8,220,219,18,17.5,99,81,2.28,13.3,0,1568301178
SALDATURA OP1,P031,N,0.8,220,223,18,16.7,110,262,1.23,13.3,0,1568305711
SALDATURA OP1,P086,N,0.7,180,190,17.5,16.9,78,72,1.12,9.72,0,1568830542
SALDATURA OP1,P086,N,0.7,180,190,17.5,16.7,76,71,0.35,9.72,0,1568830642
SALDATURA OP1,P109,N,0.8,220,237,18,14.4,91,419,1.37,13.3,0,1568816754
SALDATURA OP2,P086,N,0.4,120,128,16.5,16.8,26,51,0.28,5.28,0,1568303191
SALDATURA OP1,P008,N,0.8,220,220,18,16.6,96,303,0.21,13.3,0,1568832436
SALDATURA OP1,P063,N,0.8,220,217,18,18.7,90,132,1.34,13.3,0,1568844716
SALDATURA OP1,P094,N,0.8,220,226,18,18.1,105,247,0.98,13.3,0,1568837389
SALDATURA OP1,P031,N,0.8,220,233,18,15.2,101,88,0.84,13.3,0,1568311214
SALDATURA OP1,P010,N,0.8,220,223,18,17.7,105,217,1.95,13.3,0,1568315781
SALDATURA OP1,P014,N,0.7,150,0,14.4,0,55,57,0.19,7.46,0,1568831442
SALDATURA OP1,P032,N,0.8,220,229,18,15.9,105,418,1.56,13.3,0,1568314294
SALDATURA OP1,P097,N,0.8,150,0,14.4,0,59,67,0.05,0,0,1568832746
SALDATURA OP1,P062,N,0.8,220,210,18,18.6,103,77,1.58,13.3,0,1568323067
SALDATURA OP2,P009,N,0.8,220,207,18,17.2,80,75,2.05,13.3,0,1568303865
SALDATURA OP2,P091,N,0.5,150,0,14.4,0,35,33,0.06,7.46,0,1568819259
SALDATURA OP2,P014,N,0.8,220,207,18,18,87,65,2.19,13.3,0,1568836773
SALDATURA OP1,P039,N,0.8,220,225,18,17.1,114,512,2.35,13.3,0,1568831270
SALDATURA OP2,P105,N,0.8,220,225,18,17.2,99,127,1.06,13.3,0,1568833595
SALDATURA OP2,P078,N,0.9,80,82,14.4,13.3,80,70,0.2,0,0,1568302176
SALDATURA OP1,P027,N,0.8,220,14,18,12.8,4,58,0.1,2,0,1568816897
SALDATURA OP1,P027,N,0.8,220,85,18,10.5,2,11,0.57,13.3,0,1568816997
SALDATURA OP2,P008,N,0.8,220,213,18,17.6,78,71,1.35,13.3,0,1568834174
SALDATURA OP2,P009,N,0.8,220,209,18,17.6,82,81,0.13,13.3,0,1568830259
SALDATURA OP1,P052,N,0.72,80,202,14.4,17.7,98,96,1.9,0,0,1568828663
SALDATURA OP2,P093,N,0.8,80,115,14.4,12,97,62,0.18,0,0,1568314690
SALDATURA OP2,P009,N,0.8,220,205,18,18.7,78,87,3.24,13.3,0,1568302993
SALDATURA OP1,P109,N,0.8,220,228,18,16.3,101,77,2.39,13.3,0,1568825256
SALDATURA OP1,P108,N,0.8,150,0,14.4,0,31,78,0.15,7.46,0,1568817697
SALDATURA OP1,P050,N,0.72,240,244,20.6,20.7,59,118,0.97,14,0,1568813306
SALDATURA OP1,P094,N,0.8,220,226,18,17,112,168,2.16,13.3,0,1568825376
SALDATURA OP2,P038,N,0.8,220,222,18,16.9,89,68,2.13,13.3,0,1568844876
SALDATURA OP1,P081,N,0.8,220,223,18,17.7,113,437,2.49,13.3,0,1568319216
SALDATURA OP1,P002,N,0.8,220,93,18,10.7,6,46,0.21,13.3,0,1568302533
SALDATURA OP1,P031,N,0.8,220,222,18,16.6,89,286,0.18,13.3,0,1568828063
SALDATURA OP1,P005,N,0.8,220,212,18,18,108,95,0.52,13.3,0,1568301765
SALDATURA OP2,P013,N,0.8,220,200,18,17.7,85,72,1.32,13.3,0,1568293856
SALDATURA OP1,P096,N,0.8,220,216,18,17.7,105,98,1.56,13.3,0,1568308000
SALDATURA OP1,P002,N,0.8,220,204,18,17.6,43,137,0.26,13.3,0,1568303033
SALDATURA OP2,P009,N,0.8,220,204,18,19.4,81,90,1.95,13.3,0,1568834903
SALDATURA OP1,P109,N,0.8,220,229,18,15.8,102,359,0.78,13.3,0,1568817783
SALDATURA OP2,P038,N,0.8,220,222,18,16.1,96,73,1.43,13.3,0,1568832393
SALDATURA OP1,P037,N,0.8,220,216,18,17.4,93,75,2.39,13.3,0,1568838808
SALDATURA OP2,P035,N,0.8,220,224,18,16.5,103,81,2.01,13.3,0,1568836676
SALDATURA OP2,P060,N,0.72,230,225,19.6,20.9,45,128,0.64,14,0,1568827271
SALDATURA OP1,P080,N,0.8,220,229,18,17.5,104,84,1.9,13.3,0,1568324668
SALDATURA OP1,P003,N,0.8,220,215,18,17.3,104,112,1.01,13.3,0,1568303833
SALDATURA OP2,P090,N,0.5,120,121,16.5,16.3,53,51,0.32,5.28,0,1568284317
SALDATURA OP2,P081,N,0.8,220,9,18,12.6,0,3,0.92,13.3,0,1568324973
SALDATURA OP2,P050,N,0.8,150,0,16.3,0,23,77,0.02,0,0,1568860206
SALDATURA OP1,P003,N,0.8,220,219,18,16.8,101,91,1.53,13.3,0,1568304233
SALDATURA OP2,P050,N,0.8,150,0,16.3,0,38,99,0.02,0,0,1568855191
SALDATURA OP1,P003,N,0.8,220,223,18,17.2,99,86,1.85,13.3,0,1568304433
SALDATURA OP2,P074,N,0.8,220,208,18,19.1,92,88,0.52,13.3,0,1568848162
SALDATURA OP1,P056,N,0.72,230,141,19.6,16.4,20,71,0.73,14,0,1568813010
SALDATURA OP2,P010,N,0.8,220,210,18,18.2,85,90,1.38,13.3,0,1568308992
SALDATURA OP2,P092,N,0.9,190,198,18,20,60,90,1.71,10.45,0,1568301750
SALDATURA OP1,P090,N,0.8,220,225,18,16.7,104,88,1.13,13.3,0,1568296370
SALDATURA OP2,P018,N,0.8,220,210,18,18.6,91,76,0.47,13.3,0,1568831196
SALDATURA OP1,P004,N,0.8,220,219,18,17.1,97,437,0.8,13.3,0,1568305133
SALDATURA OP2,P103,N,0.8,220,226,18,17.3,63,87,0.28,13.3,0,1568832819
SALDATURA OP1,P004,N,0.8,220,220,18,17.5,102,102,0.59,13.3,0,1568305333
SALDATURA OP1,P092,N,0.8,220,224,18,16.7,96,82,1,13.3,0,1568306427
SALDATURA OP2,P038,N,0.8,220,221,18,17.5,106,95,0.22,13.3,0,1568836762
SALDATURA OP2,P032,N,0.8,220,0,18,13.7,18,462,0.03,2,0,1568813997
SALDATURA OP2,P034,N,0.8,220,223,18,17.1,106,83,1.28,13.3,0,1568825497
SALDATURA OP2,P107,N,0.8,220,0,18,0,27,79,0.03,0,0,1568305313
SALDATURA OP1,P005,N,0.8,220,220,18,17.6,103,93,1.54,13.3,0,1568305933
SALDATURA OP1,P056,N,0.72,230,221,19.6,18.6,118,103,1.89,14,0,1568822942
SALDATURA OP1,P096,N,0.8,220,229,18,16.8,109,89,1,13.3,0,1568299870
SALDATURA OP1,P031,N,0.8,220,233,18,15.7,100,87,0.59,13.3,0,1568311814
SALDATURA OP2,P090,N,0.5,120,116,16.5,16.1,52,43,0.37,5.28,0,1568825878
SALDATURA OP1,P031,N,0.8,220,224,18,15.7,118,574,1.41,13.3,0,1568822166
SALDATURA OP1,P109,N,0.8,220,231,18,15.8,106,87,1.14,13.3,0,1568829926
SALDATURA OP1,P098,N,0.8,220,236,18,15.3,108,78,1.87,13.3,0,1568817077
SALDATURA OP1,P005,N,0.8,220,224,18,16.2,107,163,1.12,13.3,0,1568306733
SALDATURA OP2,P104,N,0.8,220,219,18,17.6,87,1320,0.21,13.3,0,1568289841
SALDATURA OP1,P096,N,0.8,220,222,18,18.1,99,144,1.91,13.3,0,1568825083
SALDATURA OP1,P005,N,0.8,220,220,18,16.7,108,80,2.55,13.3,0,1568307033
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,44,88,0.02,0,0,1568320631
SALDATURA OP2,P084,N,0.72,240,219,20,19,101,85,1.7,14,0,1568824053
SALDATURA OP1,P005,N,0.8,220,221,18,16.9,107,109,0.49,13.3,0,1568307333
SALDATURA OP2,P075,N,0.8,220,218,18,18.1,85,1008,3.46,13.3,0,1568320116
SALDATURA OP2,P081,N,0.8,220,218,18,17.8,96,83,2.63,13.3,0,1568838580
SALDATURA OP1,P090,N,0.8,220,218,18,17.2,103,551,0.71,13.3,0,1568822129
SALDATURA OP1,P088,N,0.8,220,0,18,13.7,0,66,0.03,2,0,1568839243
SALDATURA OP1,P072,N,0.5,150,0,14.4,0,56,71,0.05,0,0,1568299415
SALDATURA OP2,P009,N,0.8,220,208,18,18.1,81,72,1.76,13.3,0,1568306293
SALDATURA OP1,P005,N,0.8,220,223,18,17.6,100,154,0.08,13.3,0,1568308033
SALDATURA OP2,P035,N,0.8,220,217,18,17.9,86,74,1.1,13.3,0,1568837759
SALDATURA OP1,P005,N,0.8,220,220,18,17.1,100,98,1.92,13.3,0,1568308233
SALDATURA OP1,P063,N,0.8,220,217,18,17.8,93,88,1.67,13.3,0,1568327714
SALDATURA OP1,P005,N,0.8,220,218,18,17,104,152,1.45,13.3,0,1568308433
SALDATURA OP2,P035,N,0.8,220,218,18,17,98,267,1.38,13.3,0,1568298720
SALDATURA OP2,P044,N,0.8,220,219,18,16.8,102,516,0.09,13.3,0,1568322796
SALDATURA OP2,P106,N,0.8,220,217,18,17.6,111,100,1.82,13.3,0,1568818686
SALDATURA OP1,P050,N,0.72,240,231,20.6,19.9,99,144,0.81,14,0,1568824922
SALDATURA OP2,P107,N,0.8,220,222,18,17.3,100,221,0.9,13.3,0,1568827129
SALDATURA OP2,P091,N,0.5,150,32,14.4,11.2,46,52,0.08,0,0,1568814764
SALDATURA OP1,P071,N,0.9,190,186,17,15.5,28,61,0.08,10.45,0,1568296626
SALDATURA OP2,P045,N,0.8,220,221,18,17.4,102,95,1.18,13.3,0,1568842522
SALDATURA OP2,P036,N,0.8,220,227,18,16.4,96,77,2.34,13.3,0,1568300742
SALDATURA OP2,P111,N,0.8,220,224,18,17.2,103,91,2.11,13.3,0,1568840236
SALDATURA OP1,P090,N,0.8,220,230,18,17.5,109,79,0.88,13.3,0,1568299597
SALDATURA OP2,P091,N,0.5,150,0,14.4,0,32,44,0.06,0,0,1568816435
SALDATURA OP2,P081,N,0.8,220,215,18,17.7,112,162,1.15,13.3,0,1568326296
SALDATURA OP2,P075,N,0.8,220,217,18,18.1,90,68,1.34,13.3,0,1568852833
SALDATURA OP1,P080,N,0.8,220,219,18,18,103,379,0.07,13.3,0,1568839383
SALDATURA OP1,P013,N,0.8,220,222,18,16.9,85,83,1.94,13.3,0,1568309179
SALDATURA OP1,P005,N,0.8,220,222,18,16.4,99,89,0.5,13.3,0,1568310133
SALDATURA OP1,P005,N,0.8,220,221,18,16.5,99,90,2.78,13.3,0,1568310233
SALDATURA OP1,P005,N,0.8,220,223,18,16.1,100,194,0.88,13.3,0,1568310333
SALDATURA OP2,P089,N,0.5,120,0,16.5,13.5,0,46,0.09,2,0,1568820437
SALDATURA OP1,P005,N,0.8,220,221,18,16.5,98,100,2.02,13.3,0,1568310533
SALDATURA OP1,P094,N,0.8,220,213,18,18.8,90,79,0.49,13.3,0,1568834079
SALDATURA OP2,P034,N,0.8,220,223,18,17.4,112,92,3.08,13.3,0,1568306396
SALDATURA OP2,P074,N,0.8,220,216,18,17.6,108,90,1.94,13.3,0,1568849489
SALDATURA OP1,P097,N,0.8,150,0,14.4,0,32,71,0.06,0,0,1568314800
SALDATURA OP1,P005,N,0.8,220,227,18,15.9,97,77,0.76,13.3,0,1568311033
SALDATURA OP1,P109,N,0.8,220,238,18,14.8,110,527,0.85,13.3,0,1568818531
SALDATURA OP1,P098,N,0.8,220,224,18,15.8,102,274,0.31,13.3,0,1568844940
SALDATURA OP1,P006,N,0.8,220,216,18,16.6,104,296,1.82,13.3,0,1568311333
SALDATURA OP2,P013,N,0.8,220,216,18,17.7,94,368,0.67,13.3,0,1568312167
SALDATURA OP2,P009,N,0.8,220,209,18,17.9,75,72,1.33,13.3,0,1568305252
SALDATURA OP2,P009,N,0.8,220,212,18,18,77,68,1.29,13.3,0,1568823196
SALDATURA OP1,P100,N,0.5,120,124,16.5,16.1,56,55,0.06,5.28,0,1568825570
SALDATURA OP1,P096,N,0.8,220,212,18,18.8,87,2125,0.1,13.3,0,1568847343
SALDATURA OP2,P007,N,0.8,220,215,18,17.8,88,78,0.94,13.3,0,1568300993
SALDATURA OP1,P006,N,0.8,220,217,18,17,106,181,0.89,13.3,0,1568312033
SALDATURA OP2,P019,N,0.8,220,210,18,18.1,109,79,2.1,13.3,0,1568856268
SALDATURA OP2,P007,N,0.8,220,217,18,17.7,105,98,0.34,13.3,0,1568815134
SALDATURA OP1,P086,N,0.7,180,185,17.5,17.5,71,67,0.62,9.72,0,1568837255
SALDATURA OP1,P011,N,0.8,220,221,18,18,95,93,0.92,13.3,0,1568312850
SALDATURA OP2,P043,N,0.8,220,225,18,16.6,98,532,0.49,13.3,0,1568845064
SALDATURA OP1,P002,N,0.8,220,0,18,12.8,0,61,0.14,2,0,1568299581
SALDATURA OP1,P088,N,0.8,220,56,18,11.8,1,17,0.06,13.3,0,1568812662
SALDATURA OP2,P087,N,0.5,120,110,16.5,16.5,43,40,0.38,5.28,0,1568285127
SALDATURA OP1,P003,N,0.8,220,218,18,16.9,82,77,0.04,13.3,0,1568300681
SALDATURA OP1,P080,N,0.8,220,223,18,17.4,107,76,2.01,13.3,0,1568315684
SALDATURA OP1,P080,N,0.8,220,225,18,17.1,102,307,1.48,13.3,0,1568836448
SALDATURA OP1,P013,N,0.8,220,220,18,16.7,103,118,0.75,13.3,0,1568313233
SALDATURA OP1,P070,N,0.5,150,0,14.4,0,9,50,0.01,0,0,1568819323
SALDATURA OP1,P031,N,0.8,220,221,18,16.7,96,74,2.16,13.3,0,1568839837
SALDATURA OP2,P106,N,0.8,220,223,18,17.3,100,827,0.21,13.3,0,1568817334
SALDATURA OP1,P009,N,0.8,220,220,18,17.9,104,79,1.54,13.3,0,1568307170
SALDATURA OP2,P038,N,0.8,220,214,18,17.9,100,91,1.33,13.3,0,1568853050
SALDATURA OP1,P013,N,0.8,220,224,18,16.6,99,83,0.85,13.3,0,1568313833
SALDATURA OP1,P090,N,0.8,220,221,18,17.7,99,80,0.57,13.3,0,1568819869
SALDATURA OP2,P038,N,0.8,220,220,18,16.9,98,82,1.49,13.3,0,1568849250
SALDATURA OP2,P096,N,0.8,220,217,18,16.9,114,78,1.28,13.3,0,1568848874
SALDATURA OP1,P013,N,0.8,220,219,18,16.7,91,83,1,13.3,0,1568314233
SALDATURA OP1,P009,N,0.8,220,217,18,18.6,99,81,3.18,13.3,0,1568313681
SALDATURA OP2,P078,N,0.9,150,11,14.4,8,83,71,0.1,0,0,1568818523
SALDATURA OP1,P008,N,0.8,220,221,18,16.5,92,493,0.44,13.3,0,1568314533
SALDATURA OP1,P008,N,0.8,220,221,18,16.9,91,1703,2.16,13.3,0,1568314633
SALDATURA OP1,P007,N,0.8,220,214,18,16.2,97,76,0.16,13.3,0,1568824655
SALDATURA OP2,P004,N,0.8,220,100,18,12.3,6,61,0.47,13.3,0,1568300967
SALDATURA OP1,P088,N,0.8,220,77,18,9.7,2,12,0.24,13.3,0,1568812956
SALDATURA OP1,P056,N,0.72,230,237,19.6,18.7,106,131,1.23,14,0,1568832080
SALDATURA OP2,P045,N,0.8,220,223,18,17,105,85,0.27,13.3,0,1568833445
SALDATURA OP1,P080,N,0.8,220,223,18,17.6,94,75,1.26,13.3,0,1568315505
SALDATURA OP1,P010,N,0.8,220,217,18,18.3,96,70,1.86,13.3,0,1568827919
SALDATURA OP1,P009,N,0.8,220,225,18,16.8,97,105,1.44,13.3,0,1568315433
SALDATURA OP1,P071,N,0.9,190,0,17,4.8,0,54,0.07,2,0,1568820704
SALDATURA OP2,P075,N,0.8,220,217,18,18.5,87,68,1.57,13.3,0,1568850862
SALDATURA OP2,P060,N,0.72,230,235,19.6,20.3,54,117,2.18,14,0,1568822557
SALDATURA OP2,P040,N,0.8,220,220,18,17.6,94,92,1.1,13.3,0,1568313658
SALDATURA OP2,P035,N,0.8,220,223,18,17.2,88,80,0.91,13.3,0,1568830891
SALDATURA OP1,P109,N,0.8,220,227,18,15.7,112,408,1.46,13.3,0,1568822960
SALDATURA OP2,P013,N,0.8,220,195,18,19.1,87,67,1.38,13.3,0,1568841274
SALDATURA OP2,P075,N,0.8,220,212,18,19.1,101,81,1.07,13.3,0,1568326826
SALDATURA OP2,P009,N,0.8,220,213,18,17.5,85,75,1.09,13.3,0,1568823200
SALDATURA OP2,P086,N,0.4,120,126,16.5,16.8,28,53,0.15,5.28,0,1568298024
SALDATURA OP2,P019,N,0.8,220,213,18,17.6,101,225,1.28,13.3,0,1568319594
SALDATURA OP1,P031,N,0.8,220,229,18,16,102,71,0.34,13.3,0,1568824825
SALDATURA OP2,P035,N,0.8,220,219,18,17.4,90,80,1.48,13.3,0,1568822573
SALDATURA OP1,P100,N,0.5,120,123,16.5,15.1,58,50,0.26,5.28,0,1568301503
SALDATURA OP2,P107,N,0.8,220,219,18,16.2,102,93,2.26,13.3,0,1568828429
SALDATURA OP1,P010,N,0.8,220,222,18,18.5,95,83,0.81,13.3,0,1568317033
SALDATURA OP1,P010,N,0.8,220,217,18,18.4,95,706,0.41,13.3,0,1568317133
SALDATURA OP2,P014,N,0.8,220,219,18,17.7,87,71,2.11,13.3,0,1568825960
SALDATURA OP1,P091,N,0.8,220,230,18,16.6,104,95,2.87,13.3,0,1568818062
SALDATURA OP2,P105,N,0.8,220,225,18,18,93,83,1.64,13.3,0,1568824829
SALDATURA OP1,P010,N,0.8,220,222,18,18.4,93,92,1.65,13.3,0,1568317533
SALDATURA OP2,P089,N,0.5,120,125,16.5,15.8,54,53,0.28,5.28,0,1568818475
SALDATURA OP1,P010,N,0.8,220,219,18,18.9,94,76,0.99,13.3,0,1568317733
SALDATURA OP2,P103,N,0.8,220,225,18,16.7,76,464,1.95,13.3,0,1568822910
SALDATURA OP1,P003,N,0.8,220,206,18,17,102,106,0.32,13.3,0,1568826192
SALDATURA OP1,P010,N,0.8,220,217,18,18.2,93,223,0.57,13.3,0,1568318033
SALDATURA OP1,P086,N,0.7,180,190,17.5,16.6,74,69,0.06,9.72,0,1568830285
SALDATURA OP2,P034,N,0.8,220,217,18,18.2,103,88,1.5,13.3,0,1568827289
SALDATURA OP1,P053,N,0.72,150,0,14.4,0,59,112,0.02,0,0,1568819527
SALDATURA OP1,P005,N,0.8,220,218,18,17.4,86,151,1.1,13.3,0,1568291328
SALDATURA OP2,P066,N,0.5,150,0,14.4,0,32,44,0.03,0,0,1568821233
SALDATURA OP1,P011,N,0.8,220,229,18,17.1,91,86,1.23,13.3,0,1568318633
SALDATURA OP1,P011,N,0.8,220,221,18,17.7,92,91,1,13.3,0,1568318733
SALDATURA OP2,P045,N,0.8,220,212,18,18.8,96,89,2.84,13.3,0,1568844597
SALDATURA OP2,P111,N,0.8,220,223,18,17.9,100,285,1.29,13.3,0,1568848489
SALDATURA OP2,P073,N,0.9,150,0,14.4,0,35,78,0.01,0,0,1568299409
SALDATURA OP2,P085,N,0.72,230,223,19.6,18.9,93,99,0.95,14,0,1568303788
SALDATURA OP1,P056,N,0.72,230,116,19.6,14.7,14,54,0.49,14,0,1568297633
SALDATURA OP2,P043,N,0.8,220,219,18,17.5,93,78,1.16,13.3,0,1568318826
SALDATURA OP2,P038,N,0.8,220,215,18,17.4,83,98,0.51,13.3,0,1568836264
SALDATURA OP2,P038,N,0.8,220,218,18,16.9,92,70,0.31,13.3,0,1568835336
SALDATURA OP1,P059,N,0.72,80,44,14.4,11.5,100,142,0.07,0,0,1568827360
SALDATURA OP1,P087,N,0.7,180,206,17.5,17.7,96,70,0.92,9.72,0,1568319733
SALDATURA OP2,P045,N,0.8,220,220,18,17.4,101,117,0.53,13.3,0,1568860406
SALDATURA OP2,P032,N,0.8,220,152,18,13.4,16,55,0.19,13.3,0,1568824535
SALDATURA OP2,P033,N,0.8,220,222,18,17.5,38,82,0.97,13.3,0,1568827136
SALDATURA OP2,P018,N,0.8,220,208,18,17.9,96,642,0.98,13.3,0,1568314865
SALDATURA OP1,P006,N,0.8,220,223,18,17.2,111,154,1.36,13.3,0,1568306679
SALDATURA OP1,P086,N,0.7,180,190,17.5,16.3,82,70,0.53,9.72,0,1568320333
SALDATURA OP2,P009,N,0.8,220,215,18,17.4,79,269,0.78,13.3,0,1568299910
SALDATURA OP1,P086,N,0.7,180,191,17.5,16.4,74,68,1.69,9.72,0,1568320533
SALDATURA OP1,P006,N,0.8,220,218,18,17.4,105,248,1.12,13.3,0,1568831182
SALDATURA OP1,P104,N,0.7,180,189,17.5,16.6,70,67,1.35,9.72,0,1568320733
SALDATURA OP2,P018,N,0.8,220,201,18,18.7,97,141,1.96,13.3,0,1568847098
SALDATURA OP1,P062,N,0.8,220,216,18,18,86,67,0.97,13.3,0,1568844963
SALDATURA OP1,P080,N,0.8,220,224,18,17.9,100,85,0.61,13.3,0,1568315131
SALDATURA OP1,P088,N,0.8,220,13,18,12.6,0,37,0.05,2,0,1568812856
SALDATURA OP1,P098,N,0.8,220,224,18,15.6,105,401,2.09,13.3,0,1568825763
SALDATURA OP1,P005,N,0.8,220,213,18,17.5,100,107,1.44,13.3,0,1568834934
SALDATURA OP2,P009,N,0.8,220,210,18,18.5,86,68,1.38,13.3,0,1568821613
SALDATURA OP1,P014,N,0.7,150,0,14.4,0,37,40,0,0,0,1568321533
SALDATURA OP1,P015,N,0.7,150,0,14.4,0,31,40,0.02,0,0,1568321633
SALDATURA OP1,P005,N,0.8,220,224,18,16.8,124,94,2.32,13.3,0,1568305779
SALDATURA OP1,P015,N,0.7,150,0,14.4,0,17,40,0.01,0,0,1568321833
SALDATURA OP1,P016,N,0.7,150,0,14.4,0,10,40,0.01,0,0,1568321933
SALDATURA OP1,P081,N,0.8,220,216,18,17.6,95,85,1.26,13.3,0,1568846303
SALDATURA OP1,P092,N,0.8,220,223,18,17.2,100,86,1.06,13.3,0,1568825476
SALDATURA OP1,P071,N,0.9,190,56,17,14.7,3,21,0.02,10.45,0,1568826544
SALDATURA OP2,P107,N,0.8,220,222,18,17.3,91,73,0.83,13.3,0,1568836095
SALDATURA OP2,P104,N,0.8,220,224,18,16.5,104,645,1.19,13.3,0,1568817369
SALDATURA OP1,P098,N,0.8,220,227,18,15.8,92,447,0.58,13.3,0,1568829241
SALDATURA OP2,P038,N,0.8,220,214,18,16.8,90,1495,2.02,13.3,0,1568833597
SALDATURA OP2,P062,N,0.72,150,0,14.4,0,68,70,0.06,0,0,1568818405
SALDATURA OP1,P109,N,0.8,220,173,18,14.1,24,78,1,13.3,0,1568303042
SALDATURA OP2,P074,N,0.8,220,216,18,18,103,97,1.12,13.3,0,1568838497
SALDATURA OP2,P107,N,0.8,220,227,18,17,93,855,1.37,13.3,0,1568823644
SALDATURA OP1,P109,N,0.8,220,231,18,19.1,55,82,2.02,13.3,0,1568303342
SALDATURA OP2,P104,N,0.8,220,224,18,16.7,104,416,0.41,13.3,0,1568826324
SALDATURA OP2,P089,N,0.5,120,126,16.5,16.2,48,54,0.05,5.28,0,1568820092
SALDATURA OP1,P109,N,0.8,220,235,18,15.9,81,90,0.78,13.3,0,1568303642
SALDATURA OP2,P019,N,0.8,220,219,18,16.9,104,180,0.35,13.3,0,1568311431
SALDATURA OP1,P109,N,0.8,220,234,18,16,92,90,1.59,13.3,0,1568303842
SALDATURA OP2,P056,N,0.72,150,0,14.4,0,42,91,0.05,0,0,1568818444
SALDATURA OP1,P109,N,0.8,220,232,18,16.1,102,290,2.28,13.3,0,1568304042
SALDATURA OP2,P016,N,0.8,220,209,18,18.6,90,79,1.15,13.3,0,1568306310
SALDATURA OP1,P003,N,0.8,220,223,18,17.2,117,213,1.89,13.3,0,1568304079
SALDATURA OP1,P069,N,0.5,150,0,14.4,0,43,56,0.14,7.46,0,1568821010
SALDATURA OP1,P109,N,0.8,220,229,18,16,102,590,1.65,13.3,0,1568304442
SALDATURA OP1,P109,N,0.8,220,240,18,15.3,104,121,1.16,13.3,0,1568304542
SALDATURA OP2,P087,N,0.5,120,118,16.5,15.7,51,45,0.34,5.28,0,1568298850
SALDATURA OP1,P109,N,0.8,220,241,18,15.3,106,112,1.91,13.3,0,1568304742
SALDATURA OP1,P088,N,0.8,220,158,18,16.3,26,75,0.8,13.3,0,1568824279
SALDATURA OP1,P038,N,0.8,220,225,18,16.9,98,577,0.1,13.3,0,1568832154
SALDATURA OP1,P109,N,0.8,220,231,18,17.5,64,88,1.33,13.3,0,1568298374
SALDATURA OP2,P009,N,0.8,220,213,18,17.5,83,73,1.33,13.3,0,1568824749
SALDATURA OP1,P109,N,0.8,220,227,18,15.1,118,410,0.43,13.3,0,1568305242
SALDATURA OP2,P008,N,0.8,220,213,18,17.6,89,167,1.5,13.3,0,1568817313
SALDATURA OP1,P109,N,0.8,220,236,18,15.4,120,554,1.74,13.3,0,1568305442
SALDATURA OP1,P109,N,0.8,220,237,18,15.2,117,82,0.3,13.3,0,1568305542
SALDATURA OP1,P109,N,0.8,220,237,18,14.7,117,589,0.58,13.3,0,1568305642
SALDATURA OP2,P103,N,0.8,220,226,18,18.3,72,76,1.19,13.3,0,1568840995
SALDATURA OP2,P018,N,0.8,220,215,18,17.8,97,85,2.11,13.3,0,1568310790
SALDATURA OP1,P102,N,0.5,190,199,17,16.8,70,77,1.07,10.45,0,1568828194
SALDATURA OP1,P008,N,0.8,220,211,18,18.2,89,71,0.57,13.3,0,1568295743
SALDATURA OP1,P056,N,0.72,230,12,19.6,11.7,0,130,0.09,2,0,1568813114
SALDATURA OP2,P009,N,0.8,220,211,18,18.5,84,692,2.15,13.3,0,1568846568
SALDATURA OP1,P109,N,0.8,220,239,18,14.9,104,123,0.85,13.3,0,1568306342
SALDATURA OP1,P106,N,0.8,220,221,18,17.7,110,97,0.28,13.3,0,1568304991
SALDATURA OP2,P093,N,0.8,150,0,14.4,0.2,83,67,0.15,7.46,0,1568832034
SALDATURA OP2,P009,N,0.8,220,212,18,17.1,84,71,0.62,13.3,0,1568823949
SALDATURA OP1,P109,N,0.8,220,238,18,14.7,103,451,0.95,13.3,0,1568306742
SALDATURA OP2,P038,N,0.8,220,217,18,17.1,92,102,1.53,13.3,0,1568829255
SALDATURA OP2,P035,N,0.8,220,224,18,17.3,94,86,1.21,13.3,0,1568301111
SALDATURA OP2,P038,N,0.8,220,224,18,17.1,97,81,0.21,13.3,0,1568307611
SALDATURA OP2,P113,N,0.8,150,0,10,2.2,92,112,0.19,7.46,0,1568312867
SALDATURA OP2,P097,N,0.8,220,222,18,16.7,115,432,0.81,13.3,0,1568845037
SALDATURA OP1,P098,N,0.8,220,236,18,15.1,110,77,0.09,13.3,0,1568307342
